Date,strategy,benchmark_equal_weight,turnover,cost,strategy_equity,benchmark_equity
2023-10-24,0.0,-0.002445253978090811,0.0,0.0,1.0,0.9685027011190039
2023-10-25,0.0,0.006416049328939133,0.0,0.0,1.0,0.9747166622245943
2023-10-26,0.0,-0.0036974847628178376,0.0,0.0,1.0,0.9711126622179542
2023-10-27,0.0,0.0023798057585655563,0.0,0.0,1.0,0.9734237217237165
2023-10-30,0.0,0.004823930713762303,0.0,0.0,1.0,0.9781194503124443
2023-10-31,0.0,0.008522517524741202,0.0,0.0,1.0,0.9864554904690224
2023-11-01,0.0,0.008045023863200829,0.0,0.0,1.0,0.9943915484298311
2023-11-02,0.0,-0.014065495433968622,0.0,0.0,1.0,0.9804049386458144
2023-11-03,0.0,-0.025344645375970032,0.0,0.0,1.0,0.9555569231509865
2023-11-06,0.0,0.010772238836332937,0.0,0.0,1.0,0.9658504105488803
2023-11-07,0.0,0.011367859322469975,0.0,0.0,1.0,0.9768300621425499
2023-11-08,0.0,-0.010578056609339526,0.0,0.0,1.0,0.9664970984475013
2023-11-09,0.0,-0.018513620423431187,0.0,0.0,1.0,0.9486037380264967
2023-11-10,0.0,0.005521646721595719,0.0,0.0,1.0,0.9538415927466641
2023-11-13,0.0,0.008313408865053606,0.0,0.0,1.0,0.961771267899661
2023-11-14,0.0,0.01955038946950971,0.0,0.0,1.0,0.9805742707676836
2023-11-15,0.0,0.0115804345533983,0.0,0.0,1.0,0.991929746935055
2023-11-16,0.0,-0.010250706367219142,0.0,0.0,1.0,0.9817617663623137
2023-11-17,0.0,-0.007792093427741786,0.0,0.0,1.0,0.9741117869550338
2023-11-20,0.0,-0.006760617375565547,0.0,0.0,1.0,0.9675261898824024
2023-11-21,0.0,-0.0038394341676367683,0.0,0.0,1.0,0.9638114367708844
2023-11-22,0.0,-0.012272139008244864,0.0,0.0,1.0,0.9519834088410959
2023-11-23,0.0,0.024051140447977515,0.0,0.0,1.0,0.9748796955112775
2023-11-24,0.0,0.018062232312333837,0.0,0.0,1.0,0.9924881990481795
2023-11-27,0.011676713918504888,0.011484300639277745,1.0,0.001,1.0116767139185048,1.0038862319069841
2023-11-28,-0.00799423531084531,-0.013618328696251791,1.0,0.001,1.0035891322089374,0.9902149792272331
2023-11-29,0.020360872584344825,0.014668839432997238,1.0,0.001,1.0240230826568768,1.0047402837616661
2023-11-30,0.005583147058843997,0.007004026925393481,1.0,0.001,1.0297403541190011,1.0117775117621604
2023-12-01,-0.0028442143646852935,0.0033627435781724557,0.0,0.0,1.0268115518119196,1.0151798600923778
2023-12-04,0.012096007757645078,0.017692879402349204,0.0,0.0,1.0392318723082763,1.033141314928686
2023-12-05,0.008931337282148677,0.00818304256321234,0.0,0.0,1.0485136026742203,1.0415955542825608
2023-12-06,0.007620035310884954,0.008329636112536676,0.0,0.0,1.0565033133505413,1.0502716662261704
2023-12-07,0.008684150338936714,0.009219087730890418,0.0,0.0,1.0656781469572623,1.0599542128583779
2023-12-08,-0.0009121403005740158,0.0021353891079489706,0.0,0.0,1.0647060989719814,1.0622176275394404
2023-12-11,-0.014570929499285734,-0.015478226684488727,0.0,0.0,1.049192341466401,1.045776382312125
2023-12-12,0.008056819109952706,0.004225212126132583,1.0,0.001,1.0576454943731435,1.0501950093638934
2023-12-13,-0.00676539372678786,-0.006215009769720781,1.0,0.001,1.050490106180346,1.0436680371205849
2023-12-14,-0.009550860054727495,-0.011011900015424403,0.0,0.0,1.0404570221873417,1.0321752690465187
2023-12-15,0.01966905294645982,0.01941417904196041,0.0,0.0,1.0609218264452605,1.0522141045224715
2023-12-18,0.021177085717602573,0.022416152790517563,0.0,0.0,1.0833890589035673,1.0758006966577849
2023-12-19,0.012475968999368703,0.012696317507602695,0.0,0.0,1.0969053872167034,1.0894594038774523
2023-12-20,0.0066662909353217845,-0.00018146159923215777,1.0,0.001,1.1042176776564119,1.0892617088317262
2023-12-21,0.023155585440689186,0.016727419814619893,1.0,0.001,1.1297864844365044,1.1074822467233447
2023-12-22,-0.005698562594995904,-0.005734842140236562,0.0,0.0,1.1233483254359626,1.1011310108652719
2023-12-25,-0.00048116342323095695,0.002057228742097017,0.0,0.0,1.1228078113102151,1.1033962892296383
2023-12-26,-0.011348146879740673,-0.013196992644378902,1.0,0.001,1.1100660233497466,1.0888347765168398
2023-12-27,0.003914188946775755,0.006012966134881337,1.0,0.001,1.1144110315085334,1.0953819031545167
2023-12-28,-0.00015125547973432463,0.00010919233242923099,0.0,0.0,1.1142424707333414,1.0955015104594228
2023-12-29,-0.008556547354189592,-0.014743398014125275,0.0,0.0,1.1047084022684623,1.079350095665644
2024-01-01,-0.01102906249699237,-0.004051411569470753,0.0,0.0,1.092524504258891,1.074977204200555
2024-01-02,0.005416857091670391,0.004906055787586405,0.0,0.0,1.0984425533676094,1.0802511023347465
2024-01-03,0.018197145095232736,0.02478042009982273,0.0,0.0,1.1184310718900177,1.1070201784638982
2024-01-04,0.011982860056454103,0.008752369898577639,0.0,0.0,1.1318330749072658,1.1167092285510036
2024-01-05,-0.0020585955852341353,0.00045171406232391575,0.0,0.0,1.1295030883360397,1.117213661813067
2024-01-08,-0.002931391599289123,0.0016552758130130574,1.0,0.001,1.1261920724715204,1.119062958565434
2024-01-09,0.0035984113845034535,0.0036132237880512896,1.0,0.001,1.1302445748462395,1.1231063834676496
2024-01-10,-0.010677643072125043,-0.0005177452660786175,0.0,0.0,1.1181762266918256,1.1225249004543065
2024-01-11,-0.020531105279745776,-0.012321593420012267,1.0,0.001,1.0952188328603067,1.1086936050270688
2024-01-12,-0.004718242368700053,-0.0033302087491076104,1.0,0.001,1.0900513249601071,1.105001423883528
2024-01-15,-0.0028734021213756003,-0.0016741106926091431,1.0,0.001,1.0869191691705586,1.1031515291844562
2024-01-16,-0.014625039350859514,-0.017304370258714896,0.0,0.0,1.0710229335502357,1.0840621866719808
2024-01-17,0.0004010464776360587,0.006419098594653505,1.0,0.001,1.0714524635252034,1.091020888730964
2024-01-18,0.00974972835851895,0.006848054069561904,0.0,0.0,1.0818988339936402,1.0984922587680153
2024-01-19,-0.020991674568769436,-0.017379099121770825,1.0,0.001,1.0591879657541146,1.079401452918388
2024-01-22,5.6059349580583895e-05,0.00661998941709574,0.0,0.0,1.0592473431425584,1.0865470791135055
2024-01-23,0.0022145897892533748,0.009788169900469823,1.0,0.001,1.0615931414929758,1.0971823865287276
2024-01-24,0.006839394914056164,0.011342330900535158,1.0,0.001,1.0688537962256996,1.1096269922149753
2024-01-25,0.012629541084248963,0.014750510953560392,1.0,0.001,1.0823529291581875,1.1259945573180086
2024-01-26,0.010561983267277975,0.002907966097259518,1.0,0.001,1.0937847226852455,1.129268911316388
2024-01-29,-0.00740653193912133,-0.009420024743616695,0.0,0.0,1.0856835712021542,1.1186311702295906
2024-01-30,-0.011616018941886241,-0.011553367037075879,0.0,0.0,1.0730722502741752,1.1057072137408144
2024-01-31,0.006047720263950063,0.006319897380933304,0.0,0.0,1.0795618910668408,1.112695169865014
2024-02-01,0.0020416364962245748,0.002952136574594366,0.0,0.0,1.081765964023576,1.115979997972347
2024-02-02,0.01596710363554288,0.015960840282538413,0.0,0.0,1.0990386332805433,1.1337919764784912
2024-02-05,0.005049449146671159,0.007141560319404494,0.0,0.0,1.1045881729695202,1.141889020268169
2024-02-06,-0.0023529292041366556,-0.004026266487824337,0.0,0.0,1.1019891551987961,1.1372914707730488
2024-02-07,-0.0014821029614625059,-0.006034713650583279,0.0,0.0,1.1003558938083764,1.1304282424096828
2024-02-08,-0.004820951617353464,-0.0007055187830988796,0.0,0.0,1.0950511312824565,1.1296307040517173
2024-02-09,0.00897792442864731,0.005797109055691196,1.0,0.001,1.104882417584615,1.1361792964357622
2024-02-12,-0.013510169233778735,-0.0028685079114277867,1.0,0.001,1.0899552691396204,1.1329201571351357
2024-02-13,-0.0031808789843462684,0.00247136950829141,1.0,0.001,1.0864882533301368,1.1357200214668082
2024-02-14,-0.004535893624968479,0.0014229997716543874,0.0,0.0,1.0815600581882536,1.1373361507980189
2024-02-15,0.0002493503356676974,-0.0011319748060312218,0.0,0.0,1.0818297455518078,1.136048714929327
2024-02-16,-0.006861216597936703,0.0005955321460289209,1.0,0.001,1.0744070773454861,1.1367252684585223
2024-02-19,0.010282162293426489,0.01106148440337451,1.0,0.001,1.0854543052839583,1.149299137286498
2024-02-20,-0.0012452576243032754,-0.0003240155849004722,0.0,0.0,1.0841026350344707,1.1489267464543045
2024-02-21,0.009650208029785334,0.003938461829325668,0.0,0.0,1.0945644509881918,1.153451750589906
2024-02-22,0.011626056093937742,0.009078678157303566,0.0,0.0,1.1072899186938105,1.16392356780349
2024-02-23,-0.007604703755383468,-0.010282493154783467,0.0,0.0,1.0988693068908215,1.1519555316848595
2024-02-26,0.0020431068146694598,-0.0036007625856323555,0.0,0.0,1.1011144142601614,1.1478076133060564
2024-02-27,0.017637448597562555,0.01777576312337814,0.0,0.0,1.1205352631417103,1.1682107695513948
2024-02-28,-0.020483587928674885,-0.016676130929758504,0.0,0.0,1.0975826805519662,1.1487295338048018
2024-02-29,-0.02265901490174904,-0.02827401630114801,0.0,0.0,1.0727125382374376,1.1162503362403946
2024-03-01,-0.008427791498851478,-0.01455228420616772,0.0,0.0,1.0636719406269688,1.1000063441021941
2024-03-04,-0.0074054901888264135,-0.003482112561814965,0.0,0.0,1.0557949285065258,1.0961759981933197
2024-03-05,-0.006776654751401989,-0.0023176456540844326,0.0,0.0,1.048640170787756,1.0936354506549952
2024-03-06,0.0038179381575855764,0.0041868631030543835,0.0,0.0,1.0526438141093837,1.0982143525715349
2024-03-07,0.012062717389942246,0.0161098191499649,0.0,0.0,1.0653415589512563,1.1159063871793582
2024-03-08,-0.026605302836807787,-0.03006539465160396,0.0,0.0,1.0369978241507212,1.0823562212545652
2024-03-11,-0.006840559997519646,0.0036910400962275602,0.0,0.0,1.0299041783173208,1.0863512414656171
2024-03-12,0.013689784650163794,0.014350252681828879,1.0,0.001,1.0440033447287889,1.1019406562818672
2024-03-13,-0.015831914893147392,-0.012718352605746275,0.0,0.0,1.0274747726268814,1.087925786464667
2024-03-14,-0.008011303889940091,-0.0030842203917135214,0.0,0.0,1.0192433599841204,1.0845703835693816
2024-03-15,-0.008905026698965424,-0.013676299207856402,0.0,0.0,1.0101669706507186,1.0697374744917072
2024-03-18,-0.0026535681440750247,-0.011539072856632582,0.0,0.0,1.007486423757203,1.0573936958360772
2024-03-19,-0.004626252458370506,-0.0049406424183359166,0.0,0.0,1.0028255372125214,1.0521694916895485
2024-03-20,0.011670164339971478,0.014279850155973328,0.0,0.0,1.0145286760361116,1.067194314369562
2024-03-21,0.022953597286323957,0.02355191971804982,1.0,0.001,1.037815758701272,1.092328789185153
2024-03-22,-0.007020536536321509,-0.004204568825429411,0.0,0.0,1.0305297352493394,1.087736017611026
2024-03-25,0.014982113718195356,0.020697568606289796,0.0,0.0,1.0459692489328267,1.1102495084610626
2024-03-26,0.0010756888471748494,0.0006277738305486835,0.0,0.0,1.0470943863883915,1.110946494047854
2024-03-27,0.013341358741451481,0.01898100733932573,0.0,0.0,1.061064048233359,1.1320333776049745
2024-03-28,-0.00727034191092346,-0.0005892218766843094,1.0,0.001,1.053349749813314,1.1313663587737528
2024-03-29,0.004629834426157387,0.003417212944353931,1.0,0.001,1.058226584747784,1.135232478539761
2024-04-01,0.007700947009224302,-0.0006234516227702214,1.0,0.001,1.0663759316006793,1.134524716008794
2024-04-02,0.03843660870791643,0.033553854438366226,0.0,0.0,1.1073638060191544,1.1725923931864817
2024-04-03,-0.000944238713243283,0.00699268660779051,1.0,0.001,1.1063181902438668,1.1807919643107139
2024-04-04,-0.012667225544189642,-0.008229243429842659,1.0,0.001,1.092304208204408,1.1710749397963989
2024-04-05,0.01711271183530394,0.014302011651106561,1.0,0.001,1.1109964953559002,1.1878236672296858
2024-04-08,-0.008296007212370171,-0.0027540040288286383,0.0,0.0,1.1017796604175096,1.1845523960645972
2024-04-09,-0.001551281802117165,-0.001757443282587201,1.0,0.001,1.100070489680361,1.182470612413261
2024-04-10,0.007313153572187759,0.008859172891345857,1.0,0.001,1.1081154741116253,1.1929463240075655
2024-04-11,0.006950823993548905,0.004699715328047249,0.0,0.0,1.1158177897367032,1.1985528321320416
2024-04-12,0.000441752908234172,0.00432590308204972,0.0,0.0,1.1163107054903787,1.203737655522561
2024-04-15,0.00472652908184612,0.0008075010864312393,0.0,0.0,1.121586980504255,1.2047096749871735
2024-04-16,-0.005184664765598923,0.004323600856438015,0.0,0.0,1.1157719280048803,1.2099183587697073
2024-04-17,0.008214229499431847,0.006710323223789505,0.0,0.0,1.124937134690536,1.218037302031449
2024-04-18,-0.016115803152307373,-0.0249762190343763,0.0,0.0,1.1068078692691425,1.1876153355838708
2024-04-19,0.008812553370444898,0.009372930213761288,0.0,0.0,1.1165616726879053,1.198746771245091
2024-04-22,-0.011579684265582202,-0.008320426917169943,0.0,0.0,1.103632241055129,1.1887726863427528
2024-04-23,-0.024520225932801343,-0.015353161333928278,0.0,0.0,1.0765709291577332,1.1705212674999652
2024-04-24,0.004400320878596321,-0.00022604180227403514,1.0,0.001,1.081308186694596,1.1702566807630594
2024-04-25,-0.007477857128478315,-0.005294911921553069,1.0,0.001,1.07322231856264,1.16406027471281
2024-04-26,-0.002914452251392196,-0.005137292817572803,1.0,0.001,1.0700944633600606,1.158080156224306
2024-04-29,0.0030852653048073497,0.006946007322096381,0.0,0.0,1.073395988680732,1.1661241894690144
2024-04-30,-0.013154782489880945,-0.012168246135817018,0.0,0.0,1.0592756979241262,1.1519345033066253
2024-05-01,-0.003545026287432751,-0.005418411773427723,0.0,0.0,1.0555205377293464,1.145692847831691
2024-05-02,-0.004294699331185091,-0.003027727003229508,1.0,0.001,1.0509873943819081,1.1422240026589041
2024-05-03,0.0035358763888276856,-3.559470498182282e-05,0.0,0.0,1.0547035558946585,1.1421833455325063
2024-05-06,0.0029859542499950376,0.00564174778415838,0.0,0.0,1.057852852459867,1.148627255891267
2024-05-07,-0.013847175704922166,-0.009429712442107885,1.0,0.001,1.0432045781419022,1.1377960311650448
2024-05-08,0.006940256397255262,0.007796487373721517,0.0,0.0,1.0504446853889973,1.1466668435558935
2024-05-09,0.0014651747567674955,0.0014744999360833955,0.0,0.0,1.0519837704254098,1.1483576037434255
2024-05-10,-0.016440645544021526,-0.01529203338475249,0.0,0.0,1.0346884781377823,1.1307968809293467
2024-05-13,-0.012905100323365504,-0.017656827479700987,1.0,0.001,1.0213357195239838,1.1108305954881932
2024-05-14,-0.006445024670528654,-0.004470905812673509,0.0,0.0,1.0147531856147596,1.1058641765219295
2024-05-15,0.00032833061210874037,-0.002678028966436208,0.0,0.0,1.0150863601493316,1.1029026402242597
2024-05-16,0.0030859509245563244,0.001469040183985193,0.0,0.0,1.018218866840939,1.1045228485217724
2024-05-17,0.00700291952475518,0.0016186900078740685,0.0,0.0,1.0253493716240136,1.1063107286201432
2024-05-20,0.005970843102273138,0.004972431508170061,0.0,0.0,1.031471571846995,1.1118117829449605
2024-05-21,0.006828164721068619,0.011000966681538271,0.0,0.0,1.0385146296446657,1.1240427873252796
2024-05-22,-0.018834115788619932,-0.01760150898742774,0.0,0.0,1.0189551248617623,1.1042579381019204
2024-05-23,-0.0046010089489914585,-0.01163822177619489,0.0,0.0,1.0142669032136526,1.0914063393201665
2024-05-24,-0.011116188487728662,-0.010396406320721363,0.0,0.0,1.002992121140665,1.080059635555583
2024-05-27,0.010323625370385225,0.011461300345778636,0.0,0.0,1.0133466360487693,1.0924385234300378
2024-05-28,0.0021438703991041863,0.010464949791548772,0.0,0.0,1.015519119905826,1.1038708377280868
2024-05-29,-0.0028080379058177396,-0.0018061605508762346,0.0,0.0,1.0126675037230477,1.1018770697677196
2024-05-30,-0.016745171080076227,-0.02445548845571721,0.0,0.0,0.9957102131259715,1.0749301278083956
2024-05-31,-0.0230996317516729,-0.021358776395961288,1.0,0.001,0.9727096738713817,1.051970935567254
2024-06-03,-0.009380159064086624,-0.009854594004957917,1.0,0.001,0.9635855024072923,1.041604189092223
2024-06-04,-0.00045987225120208697,-0.004837895501442202,0.0,0.0,0.9631423761730745,1.0365650168715304
2024-06-05,0.006231762034993316,0.0022951750839379503,0.0,0.0,0.9691444502672032,1.0389441150711356
2024-06-06,0.003979443863169507,0.004926695749440935,0.0,0.0,0.9730011062023438,1.0440626766267633
2024-06-07,0.0007384622018855036,-0.002031041067602213,0.0,0.0,0.9737196307416671,1.0419421424533837
2024-06-10,0.00515394317812079,0.013694505530852163,0.0,0.0,0.9787381263899305,1.0562110248860395
2024-06-11,-0.005846315964235682,-0.009541119901337769,0.0,0.0,0.973016114056811,1.0461335888564869
2024-06-12,0.0007611807934867487,-0.005603029972540696,0.0,0.0,0.973756755234584,1.0402720710028424
2024-06-13,0.00584248467462245,0.003903097429703406,0.0,0.0,0.9794459141538523,1.0443323542493659
2024-06-14,-0.012493594422348486,-0.013871326031218545,0.0,0.0,0.9672091141437876,1.0298460796786228
2024-06-17,0.0031774379663352956,0.0039033248065498682,1.0,0.001,0.9702823611044538,1.0338659034283606
2024-06-18,-0.005798983959031389,0.0005146918297169734,1.0,0.001,0.964655709256678,1.0343980257618781
2024-06-19,-0.0028230249678118926,-0.0049295935993007856,1.0,0.001,0.9619324621041041,1.029298863874953
2024-06-20,0.0035639072488556356,0.016954482675808125,0.0,0.0,0.9653607001787065,1.04675009363075
2024-06-21,-0.0034527425873729914,-0.0029163272068890578,1.0,0.001,0.9620275581770232,1.0436974278538809
2024-06-24,0.01821486853835652,0.023729252244169885,1.0,0.001,0.9795507636794939,1.0684635873860169
2024-06-25,0.003943263356003146,0.004540235220662714,0.0,0.0,0.9834133903112563,1.0733146633974624
2024-06-26,-0.004233052848135965,-0.007158988363789476,0.0,0.0,0.9792505494585041,1.0656308162115153
2024-06-27,0.0028938245103704574,0.003831099103188018,0.0,0.0,0.9820843287003208,1.0697133534758327
2024-06-28,-0.010054489276316747,-0.010795372741239317,0.0,0.0,0.9722099723489647,1.05816539909878
2024-07-01,-0.007032050826154879,-0.005548793452382017,0.0,0.0,0.9653733424097121,1.0522938578607235
2024-07-02,0.01723947912841972,0.012918431073168257,0.0,0.0,0.982015875997317,1.0658878435322157
2024-07-03,-0.0018849401790012599,-0.0011275902654716008,0.0,0.0,0.9801648348162325,1.0646859587757642
2024-07-04,-0.007325860872484324,-0.006905069371310968,0.0,0.0,0.9729842836042673,1.0573342283717568
2024-07-05,0.00571574979652234,0.008949690515835274,0.0,0.0,0.9785456183252977,1.0667970424874835
2024-07-08,0.006660357515969162,0.00965314567806086,0.0,0.0,0.9850630819890294,1.0770949897475397
2024-07-09,0.019999111505522138,0.023800153515582734,0.0,0.0,1.0047634684057012,1.1027300158543962
2024-07-10,0.0034350614004694524,0.011703970514151285,0.0,0.0,1.0082148926126233,1.1156363354450256
2024-07-11,0.012037124343281747,0.013033620495287224,1.0,0.001,1.02035090063975,1.1301771160519691
2024-07-12,-0.023914226651217285,-0.025830661948231803,0.0,0.0,0.9959499979380773,1.100983893025603
2024-07-15,0.0023495800679353973,0.003376232842554616,0.0,0.0,0.9982900622018929,1.1047010710043597
2024-07-16,-0.004335096201838084,-0.008762166188653997,1.0,0.001,0.9939623787449088,1.0950214966314353
2024-07-17,0.000541747986582298,0.0016541362973967466,1.0,0.001,0.9945008558623324,1.096832811435443
2024-07-18,-0.0034703787144921283,-0.00584680171617924,0.0,0.0,0.9910495612606036,1.0904198474711806
2024-07-19,-0.01418053396424096,-0.005112090254970059,0.0,0.0,0.9769959492969016,1.0848455227950973
2024-07-22,0.016567402314191737,0.017817159522756754,0.0,0.0,0.993182234248239,1.1041743885322859
2024-07-23,0.0011959504832815826,-0.003797659536361908,0.0,0.0,0.9943700310212747,1.0999811101358696
2024-07-24,0.011076182799812373,0.00801757444915796,0.0,0.0,1.0053838552555214,1.1088002905790515
2024-07-25,0.0025886847283673187,-0.0028957174961040666,0.0,0.0,1.0079864770877685,1.1055895181779365
2024-07-26,-0.007069274743874698,-0.0026297211692801747,0.0,0.0,1.0008607437431245,1.1026821260174497
2024-07-29,-0.007856539177380217,-0.0027654266054458754,0.0,0.0,0.9929974420988048,1.0996327395288115
2024-07-30,0.00979038347419059,0.008259174514157364,0.0,0.0,1.0027192678458425,1.1087147982260608
2024-07-31,0.014249076055044552,0.013333398320151346,0.0,0.0,1.0170070909552364,1.1234977342542551
2024-08-01,0.015358128619021971,0.020289019916623907,0.0,0.0,1.0326264166645844,1.1462924021608216
2024-08-02,0.008868635975752603,0.0028634773588385176,0.0,0.0,1.0417844044529285,1.1495747845010178
2024-08-05,0.003090409499940716,0.004778014637481176,0.0,0.0,1.04500394487334,1.155067469648243
2024-08-06,-0.011175172074752604,-0.01226563172669115,0.0,0.0,1.033325845970585,1.1408998374460566
2024-08-07,0.007266698668308869,0.0010876861164956786,0.0,0.0,1.0408347135194287,1.142140778359559
2024-08-08,0.005763279092112827,0.006692105885248045,0.0,0.0,1.0468333344622005,1.1497841053842008
2024-08-09,0.012341958503567008,0.011118163711128837,0.0,0.0,1.0597533080362835,1.1625675933003161
2024-08-12,0.0023382306703376154,8.237171320124581e-05,0.0,0.0,1.0622312557241258,1.1626633559846886
2024-08-13,0.009353443262983041,0.005820791945611914,0.0,0.0,1.0721667755067088,1.1694309774826623
2024-08-14,0.00028861022505866085,0.00460160065541837,0.0,0.0,1.0724762138010884,1.174812231835113
2024-08-15,0.005897986690744594,0.014838708851462767,0.0,0.0,1.0788016642362275,1.1922449284984515
2024-08-16,-0.002152005019799951,0.001273600352251547,1.0,0.001,1.0764800776394226,1.1937633720593572
2024-08-19,-0.00872307855339094,-0.004981871750445954,0.0,0.0,1.0670898573610135,1.1878161960393776
2024-08-20,0.004502865105256771,0.005487968349346284,1.0,0.001,1.0718948190438977,1.1943348937280827
2024-08-21,-0.030320012647781724,-0.03531709247066461,0.0,0.0,1.0393949545733951,1.1521544578453466
2024-08-22,0.005306777969619092,0.007848362160486788,0.0,0.0,1.0449107928200583,1.1611969832953362
2024-08-23,-0.04106716642563435,-0.040054985444984204,1.0,0.001,1.0019992673913753,1.1146852550306818
2024-08-26,-0.02574199239324859,-0.018265007621273366,0.0,0.0,0.9762058098721459,1.0943255203522253
2024-08-27,0.0063690380064912455,0.008491655624348615,0.0,0.0,0.982423301777379,1.1036181558119924
2024-08-28,0.0031181620478251135,0.0013758757614745765,1.0,0.001,0.9854866568318803,1.1051365972824974
2024-08-29,-0.020859475034230912,-0.013269661331216431,0.0,0.0,0.9649299225171281,1.0904718089118257
2024-08-30,0.004871916643816699,-0.007119059837700226,1.0,0.001,0.969630980666756,1.0827086748528572
2024-09-02,0.013565146221508062,0.01548565619233333,0.0,0.0,0.9827841667004048,1.0994751291480853
2024-09-03,-0.0036617327605477637,-0.003639775832487091,1.0,0.001,0.9791854737206503,1.0954732861445915
2024-09-04,0.018424097400454142,0.02669885550883655,0.0,0.0,0.9972260822615895,1.1247211691251564
2024-09-05,-0.002875123879455488,0.0002910151940187511,0.0,0.0,0.9943589337392633,1.1250484800744063
2024-09-06,0.011197264638537097,0.007175339349443366,0.0,0.0,1.0054930338660353,1.1331210847035156
2024-09-09,0.018719113309205393,0.018549774801496888,0.0,0.0,1.0243149718985904,1.1541402256475937
2024-09-10,0.011328522688114795,0.008446825515045608,0.0,0.0,1.0359189472975192,1.1638890467535343
2024-09-11,-0.012415765630688969,-0.012151055585408632,0.0,0.0,1.0230572204354833,1.1497465662511839
2024-09-12,-0.010198431152277032,0.0011472846921143365,0.0,0.0,1.012623641808032,1.151065652886455
2024-09-13,-0.007209387484852281,-0.008161357422230009,0.0,0.0,1.0053232455979157,1.141671394676796
2024-09-16,-0.009833840702705765,-0.01152330565370363,0.0,0.0,0.9954370569459787,1.1285155662398452
2024-09-17,-0.010896994197758747,-0.0023374677523637644,1.0,0.001,0.9845897851122043,1.125877697495719
2024-09-18,-0.004059730004814076,-0.005903443048411061,1.0,0.001,0.9805926164191509,1.1192311426290769
2024-09-19,0.012945806911528801,0.009626374149015904,0.0,0.0,0.9932871790901842,1.130005280367255
2024-09-20,0.002261599446206408,-0.00031775772571618344,0.0,0.0,0.9955335968243383,1.129646212459318
2024-09-23,-0.0018285575714625524,0.0026773321136084327,0.0,0.0,0.9937132063282198,1.1326706505409516
2024-09-24,-0.011178660142482422,-0.009014043873821431,1.0,0.001,0.9826048241155801,1.1224607076023856
2024-09-25,0.008019092949947626,0.0032337797249157862,0.0,0.0,0.9904844235332301,1.1260904982806448
2024-09-26,0.014119963136333902,0.01160735234293897,1.0,0.001,1.0044700270806322,1.1391614274642239
2024-09-27,-0.013502651509202879,-0.016479137206906858,1.0,0.001,0.9909070183535228,1.120389030000225
2024-09-30,-0.005637670129348404,-0.008892850413591225,0.0,0.0,0.9853206114551895,1.1104255779514045
2024-10-01,0.01705893295321581,0.015303136810707496,0.0,0.0,1.0021291297034252,1.1274185724889039
2024-10-02,0.0011172854747104055,-0.002232307087350116,0.0,0.0,1.0032487940238268,1.1249018280191267
